,,,Και των δύο φύλων ,,,,,,,,,,,,,,,,,Άρρενες,,,,,,,,,,,,,,,,,Θήλεις,,,,,,,,,,,,,,,,
level,location_id,name,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+
8,2423705011302,"Λουσικόν,το",3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237050114,Δημοτική Κοινότητα Κερπινής,95,3,4,0,9,3,5,5,7,12,11,10,4,6,7,3,21,48,3,0,3,4,3,3,3,3,3,5,6,4,0,0,0,5,49,0,3,0,3,3,4,0,3,6,4,3,0,4,3,0,13
8,2423705011401,"Κερπινή,η",95,3,4,0,9,3,5,5,7,12,11,10,4,6,7,3,21,48,3,0,3,4,3,3,3,3,3,5,6,4,0,0,0,5,49,0,3,0,3,3,4,0,3,6,4,3,0,4,3,0,13
7,24237050115,Δημοτική Κοινότητα Κερτέζης,332,7,10,7,21,19,20,9,12,11,24,23,32,33,29,24,62,184,4,5,5,8,5,10,6,7,8,15,14,21,20,20,15,27,151,5,3,3,10,10,7,6,7,5,7,6,13,14,11,11,33
8,2423705011501,"Κέρτεζη,η",332,7,10,7,21,19,20,9,12,11,24,23,32,33,29,24,62,184,4,5,5,8,5,10,6,7,8,15,14,21,20,20,15,27,151,5,3,3,10,10,7,6,7,5,7,6,13,14,11,11,33
7,24237050116,Δημοτική Κοινότητα Κορφών,71,4,5,0,0,3,7,0,4,4,4,4,8,8,8,6,5,37,0,3,0,0,0,3,0,4,3,0,4,0,4,4,4,4,31,4,5,0,4,5,0,0,0,3,3,3,3,7,3,3,3
8,2423705011601,"Κορφαί,αι",71,4,5,0,0,3,7,0,4,4,4,4,8,8,8,6,5,37,0,3,0,0,0,3,0,4,3,0,4,0,4,4,4,4,31,4,5,0,4,5,0,0,0,3,3,3,3,7,3,3,3
7,24237050117,Δημοτική Κοινότητα Κούτελης,72,0,0,0,0,9,8,0,3,7,0,9,11,3,4,4,11,41,4,0,0,0,3,3,0,0,7,0,3,11,3,0,4,4,29,0,0,0,0,4,3,0,3,0,0,3,0,0,0,0,10
8,2423705011701,"Κούτελη,η",67,0,0,0,0,7,8,0,3,7,0,9,5,3,4,4,11,42,4,0,0,0,3,3,0,0,7,0,3,5,3,0,4,4,27,0,0,0,0,3,3,0,3,0,0,4,0,0,0,0,10
8,2423705011702,"Παλαιά Κούτελη,η",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237050118,Δημοτική Κοινότητα Κρυονερίου,65,3,4,3,0,0,4,0,4,4,0,0,6,7,15,4,17,33,3,4,0,0,0,0,0,4,0,0,0,3,3,0,0,6,34,0,0,3,0,3,4,0,0,0,3,0,6,0,10,3,8
8,2423705011801,"Κρυονέριον,το",65,3,4,3,0,0,4,0,4,4,0,0,6,7,15,4,17,33,3,4,0,0,0,0,0,4,0,0,0,3,3,0,0,6,34,0,0,3,0,3,4,0,0,0,3,0,6,0,10,3,8
7,24237050119,Δημοτική Κοινότητα Λαγοβουνίου,54,4,0,0,0,3,3,0,3,0,0,3,6,3,4,3,21,22,4,0,0,0,0,0,0,3,0,0,3,0,4,3,3,7,29,0,0,0,0,3,3,0,3,0,0,3,3,0,0,0,12
8,2423705011901,"Λαγοβούνιον,το",54,4,0,0,0,3,3,0,3,0,0,3,6,3,4,3,21,22,4,0,0,0,0,0,0,3,0,0,3,0,4,3,3,7,29,0,0,0,0,3,3,0,3,0,0,3,3,0,0,0,12
7,24237050120,Δημοτική Κοινότητα Λαπαναγών,11,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
8,2423705012001,"Λαπαναγοί,οι",11,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
7,24237050121,Δημοτική Κοινότητα Μανεσίου Καλαβρύτων,179,3,0,7,7,9,12,6,7,8,10,11,16,13,24,19,30,93,3,0,4,4,3,6,3,5,7,4,6,13,9,17,11,13,82,3,0,0,4,3,8,3,4,4,4,3,7,3,11,6,14
8,2423705012101,"Μανέσιον,το",148,3,0,7,7,9,13,6,7,8,7,11,18,11,18,12,23,81,3,0,4,4,3,7,3,5,7,5,6,9,7,7,7,14,69,3,0,0,4,3,8,3,4,4,4,3,6,3,8,3,12
8,2423705012102,"Μπούμπουκας,ο",29,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5
7,24237050122,Δημοτική Κοινότητα Μικρού Ποντιά,236,3,12,8,25,13,9,12,10,10,18,18,13,20,26,16,28,127,3,5,0,9,6,7,11,4,6,16,14,3,14,11,13,13,107,3,4,4,13,5,4,4,9,5,4,0,8,9,17,6,18
8,2423705012201,"Μικρός Ποντιάς,ο",78,0,3,0,5,0,3,5,4,4,7,7,3,9,9,5,14,43,0,0,0,3,0,3,3,4,0,5,3,0,7,4,3,8,38,0,3,0,4,4,0,4,4,0,3,0,4,4,7,0,4
8,2423705012202,"Καρούσιον,το",70,0,3,0,4,7,6,8,4,7,3,4,3,7,9,4,8,36,0,0,0,3,5,0,5,4,0,3,4,0,3,0,4,3,31,3,3,0,5,4,0,0,3,3,0,0,3,3,4,3,0
8,2423705012203,"Λομποκάς,ο",36,0,7,3,5,3,3,0,3,3,0,0,0,3,5,0,0,16,0,3,0,0,0,3,0,3,4,0,0,0,0,0,0,4,17,0,3,3,5,3,0,0,3,0,0,0,0,3,3,0,0
8,2423705012204,"Μέγας Ποντιάς,ο",50,0,0,4,9,0,0,5,3,3,9,4,3,4,5,3,8,30,0,0,3,9,0,0,3,0,3,4,4,0,4,3,0,0,22,0,0,4,3,0,0,0,3,0,3,0,0,0,4,3,5
7,24237050123,Δημοτική Κοινότητα Πετσάκων,137,0,11,6,7,8,10,12,11,3,17,10,14,8,12,6,11,85,0,7,0,5,6,9,5,5,0,11,5,5,4,5,5,5,55,0,5,8,4,4,3,4,4,0,4,3,5,3,3,3,8
8,2423705012301,"Πετσάκοι,οι",111,0,5,3,7,6,10,8,8,3,10,10,9,8,10,6,8,68,0,3,0,5,4,9,5,4,0,8,5,5,4,3,5,0,40,0,0,3,4,4,3,5,0,0,4,3,6,3,3,3,5
8,2423705012302,"Μπόσι,το",23,0,9,3,0,0,0,3,0,0,4,0,0,0,0,0,4,14,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
7,24237050124,Δημοτική Κοινότητα Πλατανιωτίσσης,71,3,4,8,3,3,5,4,4,7,4,5,7,5,3,0,9,41,0,3,3,0,3,3,4,3,10,0,0,3,0,5,3,5,32,3,0,3,3,0,0,0,4,0,0,3,0,3,0,0,8
8,2423705012401,"Πλατανιώτισσα,η",65,3,4,8,3,3,6,3,4,7,4,5,3,5,3,0,8,34,0,3,3,0,3,3,3,0,10,3,0,3,0,5,3,0,28,3,0,3,3,0,0,0,4,0,0,3,0,3,0,0,8
8,2423705012402,"Δίγελα,η",9,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,5,5,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237050125,Δημοτική Κοινότητα Πριολίθου,138,3,9,7,6,4,10,0,3,8,8,12,11,4,13,7,31,72,3,3,0,0,4,5,4,3,4,3,4,11,5,4,0,16,64,3,3,3,3,4,3,0,0,7,8,5,3,0,6,3,17
8,2423705012501,"Πριόλιθος,ο",138,3,9,7,6,4,10,0,3,8,8,12,11,4,13,7,31,72,3,3,0,0,4,5,4,3,4,3,4,11,5,4,0,16,64,3,3,3,3,4,3,0,0,7,8,5,3,0,6,3,17
7,24237050126,Δημοτική Κοινότητα Προφήτου Ηλιού,53,5,0,0,0,3,3,4,5,3,7,3,3,7,6,5,11,32,0,0,0,0,3,0,4,5,0,6,0,0,7,0,0,0,24,5,0,3,0,0,3,3,0,0,4,0,0,3,3,3,7
8,2423705012601,"Προφήτης Ηλίας,ο",34,5,0,0,0,3,3,4,5,0,3,3,0,3,0,3,7,19,0,0,0,0,3,0,4,5,0,3,0,0,5,0,0,3,13,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
8,2423705012602,"Μουρίκιον,το",22,0,0,3,0,0,0,3,0,5,3,0,0,8,3,3,0,10,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,3,9,0,0,3,0,0,0,3,0,0,4,0,0,0,3,3,3
7,24237050127,Δημοτική Κοινότητα Ρωγών,52,0,3,0,0,0,4,0,0,4,0,3,0,4,5,4,11,27,0,4,0,0,0,4,0,0,3,0,3,0,3,3,4,4,22,0,0,0,0,0,0,0,0,4,0,0,0,4,6,3,4
8,2423705012701,"Ρωγοί,οι",52,0,3,0,0,0,4,0,0,4,0,3,0,4,5,4,11,27,0,4,0,0,0,4,0,0,3,0,3,0,3,3,4,4,22,0,0,0,0,0,0,0,0,4,0,0,0,4,6,3,4
7,24237050128,Δημοτική Κοινότητα Σιγουνίου,53,4,0,3,5,6,5,0,0,3,0,9,10,0,0,0,9,27,4,0,0,3,3,3,3,0,0,0,4,7,0,0,0,5,24,0,0,3,0,3,0,3,0,3,0,3,0,0,0,0,6
8,2423705012801,"Σιγούνιον,το",49,4,0,3,0,6,5,0,0,3,0,7,6,0,0,0,9,27,4,0,0,3,3,3,3,0,0,0,4,6,0,0,0,5,20,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,6
8,2423705012802,"Λεύκη,η",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237050129,Δημοτική Κοινότητα Σκεπαστού,505,17,23,38,17,13,13,22,29,37,53,31,43,27,39,29,72,254,10,10,19,10,8,7,5,22,21,24,19,22,16,25,11,29,249,10,11,21,10,8,4,14,11,13,27,15,23,14,12,16,45
8,2423705012901,"Σκεπαστόν,το",505,17,23,38,17,13,13,22,29,37,53,31,43,27,39,29,72,254,10,10,19,10,8,7,5,22,21,24,19,22,16,25,11,29,249,10,11,21,10,8,4,14,11,13,27,15,23,14,12,16,45
7,24237050130,Δημοτική Κοινότητα Τρεχλού,100,0,3,0,5,4,0,5,3,7,5,11,3,11,10,10,17,53,0,0,0,0,0,0,0,3,4,7,5,0,6,7,7,7,45,0,0,0,5,0,0,4,0,5,0,3,6,8,6,5,14
8,2423705013001,"Τρεχλόν,το",66,0,0,0,0,0,0,3,3,7,0,4,5,11,8,9,17,33,0,0,0,0,0,0,0,3,3,3,4,0,6,3,3,5,31,0,0,0,0,0,0,4,0,0,0,5,3,0,4,4,10
8,2423705013002,"Λαπάθεια,η",36,0,3,0,3,3,0,0,0,3,0,3,0,3,4,3,4,22,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,0,17,0,0,0,3,0,0,0,0,3,0,3,0,4,0,0,3
7,24237050131,Δημοτική Κοινότητα Φλαμπούρων,35,0,3,4,0,0,0,7,0,3,4,4,0,3,7,0,6,15,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,3,23,0,0,4,0,0,0,3,0,3,5,0,0,0,0,3,3
8,2423705013101,"Φλάμπουρα,τα",27,0,0,0,0,0,0,3,0,0,0,3,0,3,7,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
8,2423705013102,"Νεοχώριον,το",6,0,4,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0
8,2423705013103,"Ορθολίθιον,το",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
6,242370502,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΟΑΝΙΑΣ,1255,24,41,31,41,43,52,57,55,56,63,80,93,129,134,112,241,671,14,19,16,22,28,23,40,33,26,40,48,46,59,80,67,117,589,13,19,17,17,18,25,21,24,28,26,28,45,68,57,48,122
7,24237050201,Δημοτική Κοινότητα Ψωφίδος,275,7,14,9,14,3,10,12,17,11,16,24,16,21,29,21,44,132,3,0,5,8,6,5,6,12,5,12,18,5,13,17,14,24,141,3,12,6,8,0,7,8,7,4,7,9,14,4,15,10,24
8,2423705020101,"Τριπόταμα,τα",34,0,3,0,0,0,0,3,3,0,3,4,3,0,3,0,3,14,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,18,0,3,0,0,0,0,0,0,0,3,3,0,3,0,3,3
8,2423705020102,"Άνω Τριπόταμα,τα",58,0,7,7,0,0,4,5,4,5,4,0,4,5,8,3,5,29,0,0,3,0,0,0,0,5,5,3,0,0,3,3,5,3,31,0,6,3,0,0,3,3,3,0,0,0,4,3,0,0,6
8,2423705020103,"Άνω Ψωφίς,η",24,3,0,3,3,0,0,0,0,0,3,0,0,3,0,5,6,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,13,3,0,3,3,0,0,0,3,4,0,0,0,0,0,3,0
8,2423705020104,"Βασιλική,η",4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8,2423705020105,"Κάτω Τριπόταμα,τα",111,0,5,0,3,5,0,4,10,4,3,12,4,11,12,9,21,51,0,4,0,3,3,0,4,3,0,3,9,0,7,7,3,10,58,0,4,0,4,0,0,3,4,5,4,5,6,0,3,5,9
8,2423705020106,"Ψωφίς,η",46,0,0,0,3,0,5,0,0,0,3,8,3,0,9,0,9,22,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,7,21,0,0,0,3,0,3,0,0,0,3,3,3,0,3,0,4
7,24237050202,Δημοτική Κοινότητα Αγραμπέλων,112,0,3,0,0,5,5,4,5,4,3,9,8,11,15,15,20,61,0,4,0,0,0,3,3,0,4,0,5,3,5,8,7,12,54,0,0,0,3,5,0,0,3,0,0,8,4,9,11,6,10
8,2423705020201,"Πλατανίτσα,η",70,0,3,0,0,0,6,5,3,4,5,5,6,6,11,9,13,39,0,4,0,0,0,3,3,0,4,3,3,0,4,3,4,8,33,0,0,0,3,0,0,0,5,0,0,0,3,4,5,7,3
8,2423705020202,"Αγράμπελα,τα",40,0,0,0,0,5,3,3,0,0,0,3,5,8,6,8,8,19,0,0,0,0,0,3,3,0,0,0,0,0,3,3,4,7,19,0,0,0,0,5,0,0,0,0,0,4,3,7,3,3,4
7,24237050203,Δημοτική Κοινότητα Αγριδίου,65,5,0,3,0,3,0,0,0,4,0,0,4,8,13,4,18,35,0,0,3,0,0,0,0,0,0,0,0,0,0,11,4,9,28,5,0,0,0,3,0,0,0,0,0,0,0,4,5,3,7
8,2423705020301,"Αγρίδιον,το",65,5,0,3,0,3,0,0,0,4,0,0,4,8,13,4,18,35,0,0,3,0,0,0,0,0,0,0,0,0,0,11,4,9,28,5,0,0,0,3,0,0,0,0,0,0,0,4,5,3,7
7,24237050204,Δημοτική Κοινότητα Αλεσταίνης,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,2423705020401,"Αλέσταινα,η",10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7,24237050205,Δημοτική Κοινότητα Αναστάσεως,62,0,0,3,6,4,0,0,4,3,3,4,3,0,6,5,18,33,0,0,3,6,0,0,0,0,3,0,4,3,3,3,3,7,32,0,0,0,3,0,0,0,4,3,3,0,3,0,0,5,8
8,2423705020501,"Ανάστασις,η",55,0,0,3,3,4,0,0,3,4,4,4,3,0,6,5,13,33,0,0,3,6,0,0,0,0,3,0,4,3,3,3,3,7,25,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,9
8,2423705020502,"Μονή Αγίων Θεοδώρων,η",5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
7,24237050206,Δημοτική Κοινότητα Αροανίας,50,0,0,0,0,4,0,3,3,0,5,0,3,4,5,7,19,29,0,0,0,0,4,0,3,4,0,6,0,3,4,0,0,7,19,0,0,0,0,0,0,4,0,0,3,0,0,3,3,4,9
8,2423705020601,"Αροανία,η",50,0,0,0,0,4,0,3,3,0,5,0,3,4,5,7,19,29,0,0,0,0,4,0,3,4,0,6,0,3,4,0,0,7,19,0,0,0,0,0,0,4,0,0,3,0,0,3,3,4,9
7,24237050207,Δημοτική Κοινότητα Δεσινού,22,0,0,0,0,0,0,0,0,3,3,4,0,5,0,5,7,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,4
8,2423705020701,"Δεσινόν,το",22,0,0,0,0,0,0,0,0,3,3,4,0,5,0,5,7,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,4
7,24237050208,Δημοτική Κοινότητα Καμενιάνων,60,3,0,0,0,0,6,3,0,0,0,0,9,9,6,7,14,34,0,0,0,0,0,4,3,0,0,0,0,3,6,4,3,6,29,4,0,0,0,0,4,0,0,3,0,0,4,6,5,3,6
8,2423705020801,"Καμενιάνοι,οι",45,3,0,0,0,0,4,3,0,0,0,0,3,5,6,5,6,26,0,0,0,0,0,3,3,0,0,0,0,0,6,3,0,4,22,4,0,0,0,0,4,0,0,3,0,0,0,3,5,3,4
8,2423705020802,"Δροβολοβόν,το",12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7,24237050209,Δημοτική Κοινότητα Λεχουρίου,168,4,6,4,0,3,13,9,6,11,13,8,12,20,22,9,39,92,3,7,0,0,3,4,4,6,5,8,0,3,6,8,6,18,78,0,0,0,0,0,7,9,0,4,9,4,7,11,11,5,18
8,2423705020901,"Λεχούριον,το",133,4,6,3,0,0,7,9,6,6,10,5,6,14,17,9,27,71,3,3,0,0,0,3,4,6,4,8,3,3,6,9,4,18,60,0,0,0,0,0,6,9,0,0,4,0,6,10,11,3,12
8,2423705020902,"Κερασέα,η",37,0,3,3,0,3,3,0,0,3,5,0,4,4,0,3,9,19,0,3,0,0,3,3,0,0,0,3,0,4,3,0,0,3,15,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,4
7,24237050210,Δημοτική Κοινότητα Λιβαρτζίου,151,7,0,0,3,4,4,9,5,5,4,12,10,23,15,15,26,85,3,3,0,0,3,4,5,4,5,3,5,4,14,10,9,15,64,3,0,0,0,5,3,3,3,3,4,4,9,7,7,4,14
8,2423705021001,"Λιβάρτζιον,το",117,0,0,0,0,4,4,9,3,3,0,8,11,21,15,13,23,71,0,3,0,0,3,4,5,4,3,3,3,4,14,10,9,11,50,4,0,0,0,5,0,3,0,0,0,3,4,4,7,0,10
8,2423705021002,"Λιβάδιον,το",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,2423705021003,"Λιβαρτζινόν,το",25,4,0,0,3,0,3,0,0,5,0,3,3,5,3,0,3,14,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0
7,24237050211,Δημοτική Κοινότητα Πλάκας,88,0,3,3,5,7,6,10,6,5,0,7,6,17,9,4,6,49,0,3,0,3,6,3,7,4,0,3,0,4,6,7,4,3,37,0,0,0,0,3,5,0,0,5,0,3,4,8,4,0,4
8,2423705021101,"Πλάκα,η",88,0,3,3,5,7,6,10,6,5,0,7,6,17,9,4,6,49,0,3,0,3,6,3,7,4,0,3,0,4,6,7,4,3,37,0,0,0,0,3,5,0,0,5,0,3,4,8,4,0,4
7,24237050212,Δημοτική Κοινότητα Σειρών,199,7,4,4,7,18,5,7,11,14,10,16,17,12,17,13,29,101,6,8,3,3,9,3,3,8,0,9,11,9,4,10,10,15,94,3,0,3,7,7,5,3,6,10,4,7,5,10,3,4,16
8,2423705021201,"Σειραί,αι",45,5,0,3,0,0,0,0,4,5,0,3,6,5,4,3,10,20,3,0,0,0,0,0,0,3,0,0,0,3,0,4,3,7,22,0,0,3,0,0,0,0,4,3,0,0,3,5,3,3,6
8,2423705021202,"Άγιοι Θεόδωροι,οι",6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423705021203,"Άγιος Γεώργιος,ο",57,3,5,0,0,3,3,4,3,3,0,6,6,4,10,4,5,32,0,5,3,0,0,0,4,0,0,0,3,3,3,6,4,0,27,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,6
8,2423705021204,"Θωμαίϊκα,τα",38,0,0,0,4,11,0,3,0,5,6,4,0,0,0,0,5,18,0,0,0,0,8,0,3,0,0,3,3,0,0,0,0,3,17,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0
8,2423705021205,"Κρήνη,η",47,3,0,0,3,4,0,0,0,4,5,4,3,4,7,11,3,28,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,3,23,3,0,0,3,0,0,3,3,4,0,0,3,3,0,4,4
6,242370503,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΛΕΙΤΟΡΟΣ,2040,63,56,62,65,73,84,84,93,102,107,126,151,176,170,163,465,1083,38,38,35,36,42,50,36,51,56,57,70,77,98,91,90,219,954,28,22,24,31,27,36,44,44,43,47,59,77,74,77,71,248
7,24237050301,Δημοτική Κοινότητα Κλειτορίας,671,33,23,29,38,23,20,36,33,48,43,49,51,44,42,41,120,345,13,20,15,20,14,16,16,15,21,27,27,26,20,22,19,55,324,17,7,16,15,12,6,22,16,30,19,24,23,26,18,18,63
8,2423705030101,"Κλειτορία,η",626,31,26,29,33,19,22,36,32,48,43,45,49,36,40,32,108,321,13,16,15,20,14,14,16,14,21,27,24,28,19,19,16,47,303,15,7,16,16,7,6,22,16,25,19,18,18,20,18,19,58
8,2423705030102,"Βάλτος,ο",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423705030103,"Ελατόφυτον,το",13,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
8,2423705030104,"Ζαρέλια,τα",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423705030105,"Καλλιθέα,η",33,0,0,0,0,3,0,0,3,3,0,3,3,6,3,4,14,20,0,0,0,0,0,0,0,3,3,0,3,0,3,3,3,5,16,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7
7,24237050302,Δημοτική Κοινότητα Αγίου Νικολάου,77,0,0,3,0,4,5,11,7,0,3,0,6,10,10,0,15,45,0,0,0,0,5,0,5,3,0,3,0,0,6,7,0,9,34,0,0,3,0,0,6,3,3,0,0,0,4,0,5,0,4
8,2423705030201,"Άγιος Νικόλαος,ο",77,0,0,3,0,4,5,11,7,0,3,0,6,10,10,0,15,45,0,0,0,0,5,0,5,3,0,3,0,0,6,7,0,9,34,0,0,3,0,0,6,3,3,0,0,0,4,0,5,0,4
7,24237050303,Δημοτική Κοινότητα Άνω Κλειτορίας,39,0,3,3,0,0,0,0,0,3,0,0,4,3,4,7,10,22,0,3,0,0,0,0,0,0,0,0,0,4,4,0,5,9,15,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4
8,2423705030301,"Άνω Κλειτορία,η",39,0,3,3,0,0,0,0,0,3,0,0,4,3,4,7,10,22,0,3,0,0,0,0,0,0,0,0,0,4,4,0,5,9,15,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4
7,24237050304,Δημοτική Κοινότητα Άρμπουνα,35,0,0,0,0,3,0,5,5,0,0,3,3,0,10,0,13,17,0,0,0,0,3,0,4,3,0,0,3,3,0,4,0,6,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9
8,2423705030401,"Άρμπουνας,ο",35,0,0,0,0,3,0,5,5,0,0,3,3,0,10,0,13,17,0,0,0,0,3,0,4,3,0,0,3,3,0,4,0,6,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9
7,24237050305,Δημοτική Κοινότητα Γλάστρας,56,3,4,0,3,0,3,0,6,7,8,0,5,4,4,3,14,26,3,0,0,3,0,0,0,0,7,3,0,3,4,0,0,7,27,3,0,0,0,0,4,0,3,0,0,0,0,0,4,3,9
8,2423705030501,"Άγιος Βλάσιος,ο",43,3,0,0,0,0,5,0,4,0,0,0,5,0,4,3,11,19,3,0,0,0,0,0,0,4,0,3,0,3,0,0,0,4,21,3,0,0,0,0,3,0,3,0,0,0,0,0,4,3,4
8,2423705030502,"Γλάστρα,η",10,3,0,0,0,0,0,0,0,4,3,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
7,24237050306,Δημοτική Κοινότητα Δρυμού,72,4,0,0,0,4,3,0,3,4,0,4,3,11,6,7,14,39,4,0,0,0,3,3,0,3,4,0,4,0,5,6,3,8,32,0,0,3,0,4,3,0,0,0,0,0,3,9,3,8,8
8,2423705030601,"Δρυμός,ο",40,0,0,0,0,0,3,0,0,0,0,5,0,11,9,10,10,25,0,0,0,0,0,3,0,0,0,0,5,0,3,4,8,5,19,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,8
8,2423705030602,"Κάτω Δρυμός,ο",29,4,0,0,0,4,3,0,3,3,0,0,4,3,0,0,7,16,4,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,16,0,0,3,0,4,3,0,0,0,0,0,4,0,0,0,3
